id;geplant_am;status;Angreifer;Verteidiger
616;31.03.2018 13:42;Gewonnen;49;20
617;15.07.2018 05:01;Geplant;41;47
618;02.09.2021 23:16;Gewonnen;14;39
619;22.03.2020 19:34;Gewonnen;18;8
620;11.03.2018 06:46;Gewonnen;24;43
621;27.08.2019 19:19;Gewonnen;33;19
622;17.05.2020 14:58;Verloren;16;34
623;14.02.2019 15:52;Geplant;27;25
624;25.10.2017 22:22;Verloren;39;30
625;10.11.2020 13:38;Geplant;40;46
626;05.11.2017 06:50;Geplant;37;17
627;16.08.2017 14:36;Geplant;41;7
628;30.06.2018 07:09;Gewonnen;26;23
629;15.09.2020 07:40;Verloren;13;28
630;20.06.2017 15:50;Gewonnen;15;6
631;20.06.2018 07:38;Geplant;39;2
632;09.03.2021 17:08;Gewonnen;15;24
633;04.07.2019 20:57;Geplant;14;17
634;26.07.2021 14:31;Verloren;43;7
635;30.05.2020 21:28;Gewonnen;4;2
636;21.10.2019 11:13;Gewonnen;44;38
637;08.01.2019 15:22;Verloren;32;24
638;07.12.2018 10:03;Verloren;22;44
639;02.11.2019 21:51;Verloren;35;6
640;11.05.2017 18:45;Verloren;37;11
641;02.09.2020 04:53;Verloren;20;3
642;23.03.2018 11:20;Verloren;6;16
643;14.03.2021 06:02;Geplant;16;35
644;12.09.2017 23:59;Verloren;27;32
645;12.03.2020 10:19;Geplant;14;10
646;01.01.2019 04:03;Verloren;7;4
647;25.10.2019 09:41;Gewonnen;32;25
648;15.07.2019 07:55;Geplant;27;4
649;10.02.2020 21:46;Gewonnen;39;36
650;03.07.2021 19:44;Gewonnen;20;38
651;22.08.2019 13:53;Verloren;29;20
652;18.08.2018 09:46;Gewonnen;40;16
653;30.09.2021 18:43;Verloren;19;46
654;10.02.2021 12:43;Verloren;26;38
655;22.07.2018 01:28;Geplant;3;47
656;22.12.2018 05:32;Verloren;14;19
657;11.05.2019 08:42;Geplant;15;27
658;14.04.2020 15:19;Verloren;37;7
659;20.06.2018 13:15;Geplant;2;35
660;13.05.2017 03:54;Gewonnen;32;1
661;07.05.2019 09:31;Verloren;9;30
662;17.07.2017 03:49;Geplant;23;33
663;03.04.2019 10:10;Gewonnen;44;16
664;27.12.2019 01:21;Geplant;37;45
665;14.06.2019 17:29;Gewonnen;24;16
666;14.05.2021 21:13;Gewonnen;31;13
667;10.11.2021 00:05;Geplant;4;1
668;05.06.2017 09:21;Verloren;26;8
669;12.04.2020 08:26;Geplant;40;24
670;28.05.2020 23:02;Geplant;39;44
671;04.07.2021 16:56;Gewonnen;28;27
672;21.03.2019 00:57;Verloren;22;17
673;27.10.2021 04:29;Geplant;40;43
674;03.01.2018 16:54;Gewonnen;45;6
675;05.06.2021 15:40;Verloren;50;36
676;15.07.2021 08:31;Gewonnen;29;1
677;11.12.2020 00:39;Gewonnen;38;3
678;17.10.2020 18:01;Gewonnen;39;46
679;24.01.2020 09:15;Geplant;46;47
680;24.02.2018 17:30;Verloren;29;14
681;08.05.2020 16:36;Gewonnen;3;39
682;19.11.2020 16:17;Gewonnen;50;11
683;02.01.2019 10:59;Geplant;16;14
684;22.05.2018 08:41;Geplant;1;27
685;03.09.2020 04:27;Gewonnen;50;6
686;19.11.2017 14:07;Verloren;39;10
687;05.04.2020 17:37;Verloren;25;9
688;07.02.2020 04:03;Verloren;26;6
689;26.10.2019 22:30;Geplant;38;6
690;14.07.2017 17:00;Gewonnen;32;16
691;23.09.2017 21:52;Verloren;23;36
692;04.10.2018 07:08;Gewonnen;41;24
693;23.05.2018 04:55;Geplant;30;13
694;26.04.2021 01:25;Gewonnen;47;6
695;15.09.2019 07:42;Gewonnen;30;13
696;03.05.2020 09:16;Geplant;29;3
697;17.12.2017 22:28;Geplant;16;42
698;17.10.2021 15:24;Geplant;24;45
699;02.12.2018 02:14;Geplant;43;1
700;23.05.2019 03:47;Verloren;42;23
701;23.07.2021 13:27;Geplant;7;36
702;22.11.2017 10:08;Verloren;11;39
703;18.02.2021 00:46;Geplant;37;16
704;10.06.2018 09:11;Gewonnen;15;20
705;20.10.2018 06:57;Geplant;14;20
706;15.03.2019 08:36;Verloren;24;5
707;29.06.2021 09:34;Gewonnen;30;11
708;22.02.2019 11:06;Verloren;22;13
709;18.07.2018 00:35;Geplant;46;32
710;24.01.2019 10:24;Gewonnen;27;34
711;26.08.2017 04:12;Gewonnen;16;4
712;10.02.2020 17:15;Verloren;39;47
713;12.07.2020 09:32;Geplant;2;7
714;23.06.2021 09:44;Verloren;43;41
715;07.04.2018 02:48;Gewonnen;11;10
716;25.10.2019 15:17;Verloren;23;23
717;26.07.2020 12:26;Verloren;15;7
718;21.10.2019 12:48;Gewonnen;38;42
719;23.08.2019 13:59;Verloren;5;41
720;11.05.2018 11:32;Geplant;2;4
721;18.01.2018 21:06;Verloren;22;47
722;04.01.2019 04:57;Gewonnen;7;34
723;09.08.2020 10:41;Gewonnen;23;34
724;14.08.2019 08:00;Geplant;40;26
725;19.02.2020 20:45;Verloren;21;26
726;18.08.2018 03:28;Verloren;28;42
727;19.02.2020 10:43;Verloren;37;4
728;03.10.2017 20:08;Gewonnen;35;31
729;21.11.2020 04:34;Verloren;47;34
730;24.06.2021 14:28;Geplant;32;39
731;13.07.2021 15:01;Gewonnen;22;3
732;29.07.2018 14:53;Gewonnen;41;45
733;21.12.2018 12:23;Geplant;19;20
734;10.12.2019 15:28;Gewonnen;49;24
735;17.03.2020 11:41;Gewonnen;14;6
736;25.10.2019 11:57;Geplant;1;6
737;23.11.2017 22:30;Geplant;10;22
738;04.08.2021 17:19;Geplant;2;11
739;15.04.2020 10:34;Verloren;21;23
740;25.11.2019 10:57;Geplant;2;5
741;21.07.2017 06:49;Gewonnen;16;17
742;06.10.2020 00:57;Gewonnen;33;31
743;14.09.2020 00:06;Gewonnen;38;49
744;27.10.2019 16:42;Gewonnen;36;17
745;29.09.2021 16:37;Gewonnen;34;48
746;16.08.2020 06:27;Gewonnen;1;10
747;06.07.2019 06:49;Verloren;24;26
748;14.11.2021 04:14;Verloren;47;40
749;18.04.2018 04:55;Gewonnen;15;43
750;15.02.2018 07:00;Gewonnen;10;3
751;08.03.2021 09:51;Verloren;13;7
752;05.01.2019 22:17;Gewonnen;47;1
753;13.07.2019 00:50;Verloren;50;27
754;01.12.2021 16:35;Geplant;35;18
755;14.04.2021 16:54;Verloren;48;26
756;01.02.2021 06:45;Gewonnen;21;50
757;15.02.2019 19:57;Gewonnen;37;41
758;26.11.2018 15:47;Gewonnen;49;31
759;23.10.2018 13:13;Gewonnen;49;4
760;01.05.2021 09:13;Verloren;27;32
761;21.07.2019 22:58;Gewonnen;34;15
762;03.11.2017 05:32;Verloren;17;19
763;05.06.2018 10:35;Gewonnen;43;38
764;20.06.2020 05:53;Verloren;31;23
765;28.12.2017 19:54;Verloren;50;26
766;05.09.2019 22:14;Verloren;20;27
767;25.12.2018 15:49;Gewonnen;47;3
768;13.12.2018 05:33;Gewonnen;33;48
769;01.08.2017 20:39;Verloren;49;3
770;04.11.2018 01:42;Verloren;33;14
771;08.06.2018 03:15;Gewonnen;40;50
772;07.08.2018 03:34;Verloren;13;20
773;09.09.2017 04:02;Gewonnen;42;6
774;11.09.2020 20:56;Gewonnen;16;10
775;27.04.2019 12:40;Gewonnen;46;35
776;02.06.2021 05:34;Verloren;42;28
777;10.11.2018 19:10;Verloren;26;13
778;12.10.2018 02:20;Verloren;13;49
779;19.08.2021 16:47;Verloren;28;30
780;11.08.2019 06:17;Geplant;34;13
781;24.02.2020 15:05;Verloren;26;50
782;09.03.2019 16:51;Verloren;24;34
783;28.08.2017 14:50;Verloren;46;22
784;09.05.2017 21:15;Verloren;36;6
785;04.06.2021 05:46;Geplant;12;8
786;26.09.2018 22:11;Gewonnen;26;40
787;22.04.2020 06:06;Verloren;23;30
788;07.03.2020 20:41;Verloren;46;36
789;06.12.2017 07:29;Verloren;12;3
790;08.05.2021 09:58;Verloren;16;11
791;27.03.2018 12:09;Geplant;37;34
792;22.05.2018 04:11;Gewonnen;12;35
793;11.01.2020 21:45;Geplant;37;37
794;28.08.2019 17:50;Geplant;44;37
795;17.07.2019 00:08;Geplant;50;15
796;03.04.2021 08:33;Verloren;26;48
797;07.03.2020 14:26;Gewonnen;26;43
798;09.10.2018 18:15;Geplant;4;45
799;16.02.2020 09:30;Geplant;18;21
800;06.10.2020 23:07;Verloren;22;25
801;09.08.2020 15:37;Verloren;16;16
802;31.12.2019 10:00;Geplant;44;33
803;17.04.2018 16:49;Gewonnen;8;3
804;23.08.2018 08:41;Geplant;10;50
805;04.07.2018 13:48;Geplant;44;42
806;14.02.2021 04:33;Geplant;47;38
807;01.11.2018 06:48;Gewonnen;34;23
808;17.08.2018 08:43;Geplant;39;37
809;07.04.2018 22:41;Gewonnen;49;17
810;24.07.2019 12:09;Gewonnen;36;38
811;02.07.2018 07:51;Gewonnen;29;16
812;16.11.2018 01:03;Gewonnen;22;14
813;17.03.2020 14:04;Gewonnen;21;8
814;22.04.2020 20:44;Gewonnen;40;2
815;02.02.2018 21:32;Gewonnen;39;33
816;06.03.2021 08:36;Gewonnen;15;9
817;12.12.2017 11:56;Gewonnen;48;27
818;14.11.2019 20:37;Geplant;15;28
819;26.09.2018 16:20;Gewonnen;13;18
820;18.01.2019 20:31;Gewonnen;24;49
821;10.09.2020 05:58;Gewonnen;47;6
822;08.05.2021 13:38;Geplant;16;49
823;28.02.2018 04:52;Verloren;38;17
824;01.05.2018 16:15;Verloren;45;10
825;20.01.2021 11:54;Geplant;44;50
826;01.12.2021 19:12;Verloren;8;46
827;29.01.2018 00:18;Geplant;26;35
828;07.01.2019 07:33;Verloren;42;38
829;14.05.2021 11:05;Geplant;23;19
830;24.06.2017 13:09;Gewonnen;46;20
831;03.12.2018 21:39;Verloren;10;21
832;27.07.2020 20:30;Verloren;34;37
833;28.12.2020 00:00;Gewonnen;13;14
834;04.01.2019 04:59;Gewonnen;37;28
835;07.02.2018 23:19;Geplant;13;45
836;24.11.2018 11:39;Gewonnen;14;22
837;07.09.2020 20:37;Geplant;44;29
838;31.10.2018 00:33;Verloren;10;12
839;14.06.2018 09:47;Geplant;9;4
840;13.08.2017 08:03;Geplant;22;26
841;10.08.2019 20:17;Geplant;22;20
842;19.07.2021 07:37;Verloren;22;24
843;09.03.2019 10:54;Gewonnen;7;3
844;28.05.2020 15:50;Verloren;17;35
845;31.10.2019 03:29;Verloren;20;45
846;14.02.2018 21:02;Gewonnen;1;6
847;16.12.2017 07:13;Gewonnen;38;21
848;07.01.2021 07:58;Verloren;27;23
849;12.01.2020 13:01;Geplant;13;37
850;06.12.2020 08:01;Geplant;35;9
851;09.06.2017 21:22;Verloren;37;6
852;17.12.2019 20:03;Verloren;29;4
853;20.10.2021 01:02;Geplant;23;30
854;27.12.2020 08:15;Geplant;10;27
855;07.01.2019 01:03;Gewonnen;30;26
856;03.09.2018 13:43;Verloren;31;44
857;15.10.2021 09:41;Verloren;42;46
858;30.05.2017 19:25;Geplant;11;23
859;24.07.2019 10:50;Verloren;36;25
860;21.10.2019 09:14;Verloren;41;31
861;08.11.2017 10:14;Gewonnen;38;6
862;20.08.2017 19:03;Gewonnen;17;6
863;06.10.2020 05:19;Geplant;17;28
864;17.09.2017 09:40;Geplant;42;18
865;13.01.2020 15:02;Verloren;34;7
866;22.10.2018 03:32;Geplant;16;45
867;27.01.2021 10:11;Geplant;24;18
868;28.08.2021 08:29;Geplant;12;27
869;21.09.2021 18:17;Verloren;35;21
870;16.04.2020 01:34;Geplant;37;1
871;16.09.2017 03:32;Geplant;22;22
872;24.12.2017 11:01;Geplant;11;31
873;08.01.2019 23:47;Verloren;41;28
874;12.02.2018 13:37;Verloren;40;10
875;12.06.2017 10:24;Geplant;5;22
876;02.08.2020 02:43;Geplant;36;49
877;22.10.2021 19:21;Verloren;35;39
878;28.10.2021 14:48;Geplant;28;49
879;13.02.2021 00:43;Geplant;49;7
880;14.08.2017 08:49;Verloren;3;32
881;08.01.2021 23:10;Geplant;46;11
882;30.09.2021 14:49;Gewonnen;16;42
883;10.09.2020 02:12;Gewonnen;24;17
884;16.11.2017 00:37;Gewonnen;50;11
885;16.07.2021 10:32;Verloren;30;25
886;16.05.2021 07:23;Gewonnen;30;38
887;13.09.2018 12:22;Verloren;18;8
888;16.08.2017 20:50;Verloren;37;6
889;27.07.2019 08:05;Verloren;38;18
890;27.03.2020 06:21;Verloren;25;1
891;28.10.2018 18:18;Verloren;43;37
892;16.09.2021 10:54;Geplant;26;50
893;10.06.2021 01:30;Verloren;44;40
894;20.03.2021 20:23;Verloren;16;44
895;20.06.2021 00:57;Verloren;4;6
896;10.08.2021 09:01;Verloren;4;41
897;03.07.2018 05:11;Gewonnen;16;20
898;23.10.2019 21:20;Gewonnen;1;33
899;23.09.2017 13:37;Verloren;34;1
900;22.08.2017 02:09;Geplant;18;39
901;10.06.2021 01:00;Geplant;34;3
902;12.11.2017 00:56;Gewonnen;50;23
903;17.10.2017 15:43;Verloren;39;44
904;18.02.2018 10:17;Gewonnen;27;40
905;03.05.2020 00:20;Gewonnen;15;50
906;29.07.2018 08:14;Gewonnen;5;12
907;20.11.2021 05:58;Gewonnen;20;42
908;05.08.2019 05:09;Geplant;22;18
909;08.02.2019 04:40;Gewonnen;16;10
910;10.05.2018 11:52;Verloren;1;13
911;27.03.2021 01:29;Verloren;23;33
912;12.06.2020 16:20;Gewonnen;3;11
913;11.04.2018 00:58;Verloren;25;28
914;24.06.2017 12:10;Gewonnen;42;10
915;06.06.2017 01:55;Verloren;38;32
916;19.01.2020 04:24;Gewonnen;37;4
917;20.09.2019 13:36;Gewonnen;4;15
918;26.11.2020 13:11;Verloren;36;10
919;28.05.2019 21:54;Verloren;36;12
920;14.10.2018 17:22;Geplant;49;31
921;05.10.2018 03:56;Verloren;44;27
922;06.06.2018 20:02;Gewonnen;45;40
923;10.10.2020 17:22;Gewonnen;11;45
924;04.09.2020 12:17;Verloren;10;23
925;25.05.2020 09:14;Verloren;41;46
926;20.08.2020 03:00;Geplant;35;18
927;29.07.2018 21:35;Verloren;14;11
928;11.06.2017 06:15;Gewonnen;3;48
929;22.06.2017 05:46;Verloren;4;16
930;16.10.2019 06:46;Geplant;32;8
931;25.05.2019 06:16;Gewonnen;16;10
932;11.09.2017 23:03;Verloren;41;37
933;13.01.2021 17:43;Verloren;21;37
934;05.09.2017 07:35;Geplant;21;11
935;13.04.2021 02:10;Verloren;9;33
936;30.09.2017 13:39;Verloren;49;19
937;29.01.2020 00:03;Gewonnen;16;38
938;13.04.2020 22:52;Verloren;9;24
939;18.08.2019 19:17;Gewonnen;22;26
940;08.05.2018 08:04;Verloren;50;44
941;22.04.2020 08:04;Geplant;41;25
942;28.04.2020 20:31;Gewonnen;23;14
943;05.03.2019 15:47;Geplant;18;50
944;02.11.2019 08:44;Verloren;23;44
945;27.01.2018 03:34;Gewonnen;20;22
946;06.04.2021 00:15;Verloren;18;27
947;16.01.2020 02:09;Geplant;16;18
948;05.02.2020 06:32;Geplant;38;49
949;31.08.2017 22:53;Gewonnen;4;8
950;02.11.2021 05:11;Gewonnen;49;36
951;06.08.2020 19:54;Gewonnen;24;46
952;15.04.2021 16:42;Geplant;24;30
953;27.12.2017 09:10;Geplant;2;18
954;17.08.2019 11:47;Gewonnen;12;31
955;08.06.2019 05:19;Verloren;47;50
956;24.06.2018 22:55;Gewonnen;7;46
957;17.10.2020 07:13;Verloren;1;36
958;17.10.2018 03:00;Verloren;45;43
959;04.02.2018 16:38;Verloren;1;31
960;31.05.2017 14:35;Gewonnen;41;14
961;22.06.2017 10:36;Verloren;3;46
962;23.05.2017 15:15;Geplant;1;12
963;15.06.2018 10:45;Verloren;23;17
964;15.06.2019 17:33;Verloren;38;14
965;09.11.2020 07:09;Verloren;1;41
966;13.12.2018 07:51;Geplant;34;25
967;22.04.2019 08:38;Verloren;25;13
968;02.07.2019 08:53;Verloren;42;16
969;11.09.2020 06:29;Verloren;41;14
970;22.02.2019 17:42;Gewonnen;42;16
971;22.09.2019 15:30;Verloren;38;15
972;17.04.2019 12:20;Geplant;14;18
973;11.05.2018 07:01;Geplant;38;3
974;04.10.2021 19:12;Geplant;9;17
975;08.06.2017 11:14;Geplant;8;17
976;07.02.2020 13:31;Geplant;44;14
977;27.08.2019 13:36;Verloren;15;17
978;12.09.2019 18:42;Verloren;30;44
979;30.09.2019 18:03;Verloren;9;18
980;30.08.2021 14:27;Verloren;7;13
981;23.10.2019 15:58;Gewonnen;43;31
982;26.07.2019 14:58;Geplant;38;32
983;30.08.2020 18:04;Verloren;41;18
984;17.05.2020 04:16;Verloren;2;15
985;14.10.2020 21:09;Verloren;11;37
986;26.01.2021 08:37;Geplant;13;6
987;30.10.2017 21:11;Geplant;16;20
988;29.07.2019 13:34;Verloren;10;17
989;22.08.2019 04:39;Verloren;15;43
990;01.03.2019 06:44;Verloren;1;41
991;26.09.2020 10:38;Gewonnen;18;31
992;13.03.2020 23:12;Geplant;12;13
993;30.08.2019 07:18;Gewonnen;13;15
994;18.06.2017 00:04;Gewonnen;30;38
995;08.05.2021 10:15;Verloren;27;29
996;15.01.2018 15:54;Gewonnen;30;18
997;01.03.2020 15:28;Verloren;35;27
998;12.06.2017 14:55;Gewonnen;17;34
999;26.06.2017 14:03;Gewonnen;48;42
1000;10.11.2018 14:11;Verloren;8;19
